Размер выборки,Истинное μ,Истинное σ,ММ-оценка μ,fit-MM-оценка μ,ММ-оценка σ,fit-MM-оценка σ,ММП-оценка μ,fit-ММП-оценка μ,ММП-оценка σ,fit-ММП-оценка σ
100,1,4,0.565451702375751,0.565451702375751,4.2559734741335165,4.2559734741335165,0.565451702375751,0.565451702375751,4.2559734741335165,4.2559734741335165
1000,1,4,1.069137331923337,1.069137331923337,4.03360759620509,4.03360759620509,1.069137331923337,1.069137331923337,4.03360759620509,4.03360759620509
